RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,AGEHOH,HTYPE,NWESR,nuniv_schg,HHINCADJ,famTag,dupcount,n,hhnum
H,2009000337668,9,600,4,41,1016508,1015979,24,2,1,1,,3,2,2,0,120,1,2,70,1,430,,1,780,1,1,7,,,,1,1,,15,4,480,5,,,,,,1,7,35200,0,4,4,4,1,1,1,0,,0,1,0,34,3,1,0,0,1,0,1,1010,3,0,1,31,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,27,9,7,26,23,24,8,34,7,29,43,44,40,25,7,41,22,10,7,40,39,23,24,8,5,32,26,25,25,31,29,22,25,7,22,26,42,19,28,25,26,6,9,18,25,23,6,41,10,24,41,39,48,20,8,35,23,9,7,44,35,26,21,9,8,39,24,22,21,41,22,23,25,10,23,25,41,22,57,1,0,0,25189.063,0,1,1,3090
H,2009000338842,9,600,4,41,1016508,1015979,17,2,1,1,,1,2,2,0,100,2,2,30,1,370,,2,570,2,1,5,,,500,1,1,,20,2,500,2,3,56900,4,,,1,1,56900,0,4,4,4,1,1,4,0,2,0,0,0,32,0,1,0,0,2,2,2,1523,2,0,1,42,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,26,22,15,15,17,25,6,34,13,6,5,6,18,25,4,20,16,23,5,5,14,15,24,24,6,15,19,15,5,15,14,20,24,18,17,4,25,20,14,13,24,28,13,15,15,24,4,25,16,6,4,5,14,25,5,14,18,25,6,5,15,18,26,27,5,14,17,14,5,13,21,15,28,15,15,6,30,13,73,1,1,0,40717.547,1,1,1,3091
H,2009000341796,9,600,4,41,1016508,1015979,16,3,1,1,,0,2,2,0,50,2,2,70,1,350,,1,930,1,1,1,,,,1,1,,17,2,920,2,2,42000,1,,,1,1,42000,0,1,1,1,1,1,4,1,3,0,0,1,32,0,1,0,1,0,0,1,1127,3,0,1,31,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,14,14,24,24,18,26,18,28,14,31,14,13,16,19,26,26,15,5,13,4,15,19,4,6,4,4,17,6,15,4,13,12,15,18,3,5,19,6,20,6,15,14,4,4,4,4,19,5,12,4,16,17,14,16,6,5,18,24,17,32,15,14,25,22,20,24,15,22,14,29,15,21,18,16,31,28,12,24,27,1,1,0,30055.133,1,1,1,3092
H,2009000345235,9,600,4,41,1016508,1015979,14,2,1,,,2,4,,0,150,2,2,3,3,,,,,,,5,2,570,,1,3,,,2,800,5,,,,787,17,1,5,54000,0,4,4,4,1,1,3,0,,0,1,0,,0,1,0,0,0,0,2,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,14,12,24,22,14,18,4,24,5,12,3,5,16,14,15,14,14,12,14,23,5,3,16,15,25,12,16,14,14,24,14,16,5,3,20,25,5,24,3,14,15,17,24,27,12,23,3,20,5,17,5,3,12,14,12,14,14,13,12,28,3,3,13,12,25,13,12,16,14,26,12,13,4,4,21,21,3,23,34,2,2,0,38642.313,0,1,1,3093
H,2009000347049,9,600,4,41,1016508,1015979,8,3,1,1,,3,2,2,0,130,2,2,40,1,350,,1,1300,1,1,6,,,,1,1,,17,3,900,2,1,62700,4,,,1,1,62700,0,4,4,4,1,1,4,0,3,0,0,0,30,0,1,0,0,2,0,1,1545,3,0,1,32,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,3,9,9,12,3,11,14,10,10,4,3,20,12,8,8,11,7,10,17,12,8,4,14,12,11,13,12,4,3,6,10,8,2,13,2,7,22,14,11,7,11,10,7,2,14,4,4,10,15,16,19,3,9,10,9,2,10,5,4,4,10,15,4,8,8,12,13,12,9,10,8,8,17,3,14,10,4,3,60,1,2,0,44868.02,1,1,1,3094
H,2009000347834,9,600,4,41,1016508,1015979,1,2,1,1,,3,2,2,0,30,2,2,40,1,360,,1,1800,1,1,6,,,,1,1,,19,2,1200,1,,,,,,1,5,103000,0,4,4,4,1,1,1,0,,0,1,0,23,2,1,0,0,0,0,1,1970,3,0,1,42,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,0,4,0,3,2,3,1,4,2,3,0,2,2,1,1,2,3,2,3,3,2,3,2,3,0,0,0,0,3,2,2,0,2,3,1,2,2,4,3,1,2,3,0,2,3,2,2,1,2,4,0,3,3,2,2,1,3,1,1,3,1,2,1,4,2,0,1,0,3,3,3,0,3,4,31,1,2,0,73706.633,0,1,1,3095
H,2009000347937,9,600,4,41,1016508,1015979,5,2,1,1,,3,2,2,0,110,2,2,3,3,420,,,,,3,7,,,,1,2,,17,2,1000,5,4,52700,4,,,1,1,52700,0,4,4,4,1,1,7,0,2,0,0,0,8,0,1,0,0,1,0,1,346,,0,1,26,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,8,1,4,5,3,6,2,6,6,4,9,5,9,5,6,7,9,6,9,3,3,8,6,7,8,6,10,6,4,5,3,5,2,6,6,2,10,6,9,1,2,12,6,6,10,6,11,5,6,5,2,6,3,6,4,1,2,6,3,10,9,2,7,6,3,6,1,6,5,5,10,4,9,5,6,9,3,62,1,0,0,37712.035,1,1,1,3096
H,2009000351025,9,600,4,41,1016508,1015979,22,1,1,1,,2,2,2,0,30,2,2,20,3,1000,,2,640,2,1,5,,,,1,1,,18,1,330,8,,,,,,1,6,91000,0,4,4,4,1,1,4,0,,0,0,0,12,0,1,0,0,0,0,1,914,3,0,1,25,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,20,8,25,8,6,39,36,19,20,25,21,9,30,16,19,22,8,7,6,29,24,36,20,32,37,9,9,17,25,23,22,37,7,25,21,27,28,7,8,20,22,32,21,34,33,8,9,24,21,22,20,30,8,22,23,23,33,38,42,15,19,9,23,9,6,36,29,25,24,26,27,7,30,20,27,25,9,44,59,1,1,0,65119.453,0,1,1,3097
H,2009000353046,9,600,4,41,1016508,1015979,16,6,1,1,,4,2,2,0,470,1,2,3,3,600,,1,730,1,1,7,,,,1,1,,15,1,960,9,6,44000,2,,,1,2,44000,1,3,4,3,1,1,5,0,6,0,0,3,35,0,1,1,1,1,1,2,1280,3,0,1,26,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,17,34,16,16,4,16,6,17,5,17,17,28,16,20,32,6,6,5,14,17,6,20,28,5,17,8,15,27,17,28,5,16,26,26,20,18,20,23,31,29,13,31,21,19,4,19,6,21,4,16,18,20,19,17,21,5,5,6,22,17,5,18,29,4,15,5,17,34,17,28,7,17,27,26,17,14,16,13,65,1,1,0,31486.328,1,1,1,3098
H,2009000353183,9,600,4,41,1016508,1015979,24,2,1,1,,2,3,2,0,1,2,2,3,3,100,,,,,3,3,,,,1,2,,14,2,1,5,4,83200,4,,,1,1,83200,0,4,4,4,1,1,3,0,2,0,0,0,1,0,1,0,0,2,2,1,8,,0,1,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,26,24,25,8,48,7,21,34,47,31,22,6,35,23,25,21,24,21,36,39,24,19,23,47,8,38,23,8,7,7,24,37,9,19,19,26,26,25,5,8,26,19,19,8,39,9,23,40,42,42,24,7,37,26,22,21,21,22,34,34,24,23,22,42,8,39,24,8,7,6,18,35,7,31,21,19,23,22,79,4,0,0,59537.785,1,1,1,3099
H,2009000354393,9,600,4,41,1016508,1015979,24,1,1,2,1,3,2,2,0,70,2,1300,150,1,760,,2,660,2,1,9,,,,1,1,,20,2,1000,9,,,,,,1,6,88500,0,4,4,4,1,1,7,0,,0,0,0,19,0,1,0,0,1,1,1,1408,3,0,1,44,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,35,23,8,43,42,24,21,8,22,25,24,23,8,23,22,42,41,22,42,35,8,25,38,6,6,21,22,40,24,22,22,23,32,22,23,8,9,23,39,36,7,27,40,6,7,21,24,37,23,25,22,22,43,26,22,8,6,23,7,7,39,23,7,41,35,25,23,6,21,23,25,24,8,24,23,40,32,23,67,1,0,0,63330.457,0,1,1,3100
H,2009000355051,9,600,4,41,1016508,1015979,4,2,1,1,,3,2,2,0,100,2,2,3,6,550,,1,1700,1,1,6,,,,1,1,,19,2,310,5,1,45600,4,,,1,1,45600,0,4,4,4,1,1,7,0,2,0,0,0,48,0,1,0,0,0,0,2,1826,3,0,1,33,2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,4,1,4,1,6,5,2,1,5,5,6,4,6,6,4,1,7,4,8,1,4,8,4,7,1,4,7,7,4,5,6,6,6,2,6,8,1,4,2,3,6,7,4,7,2,4,9,8,6,6,5,4,6,1,4,8,2,6,1,7,6,1,5,1,8,5,2,2,6,5,4,6,4,8,4,3,8,4,8,8,57,1,2,0,32631.287,1,1,1,3101
H,2009000355205,9,600,4,41,1016508,1015979,14,1,1,1,,2,1,2,0,90,2,2,3,3,280,4500,,,,3,5,,,,1,2,,8,1,1,4,,,,,,1,6,11100,0,4,4,4,1,1,1,0,,0,0,0,57,0,1,0,0,1,1,1,529,,0,0,11,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,21,12,6,24,22,4,16,14,3,15,6,13,10,17,26,16,25,12,4,13,24,17,4,28,23,5,14,16,6,12,5,11,17,13,18,15,17,16,5,18,19,12,6,25,24,4,17,15,6,15,4,13,14,12,26,16,23,12,5,11,22,12,6,20,17,8,14,13,6,11,6,14,10,12,22,14,21,13,4,70,3,0,0,7943.1421,0,1,1,3102
H,2009000357060,9,600,4,41,1016508,1015979,11,3,1,1,,2,2,2,0,150,1,2,60,1,,,,,,,5,2,600,,1,3,,,2,1,7,6,50800,4,810,19,1,2,50800,0,4,4,4,1,1,1,0,2,0,1,0,,2,1,0,0,0,0,2,,,1,0,,1,11,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,8,9,3,17,4,5,10,9,18,15,3,11,10,11,2,11,17,11,9,18,11,11,5,16,3,3,9,9,15,16,3,9,11,9,3,10,17,10,10,15,10,11,3,18,3,3,9,9,17,16,2,11,10,10,5,10,18,9,8,15,9,10,4,17,3,2,9,11,15,21,2,11,12,9,5,10,19,37,1,0,0,36352.398,1,1,1,3103
H,2009000358829,9,600,4,41,1016508,1015979,10,3,1,1,,2,2,2,0,70,2,2,140,1,500,,,,,3,6,,,,1,2,,14,3,780,9,1,68400,4,,,1,1,68400,0,4,4,4,1,1,7,0,3,0,0,0,7,0,1,0,0,2,2,2,425,,0,1,25,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,16,10,3,14,3,11,9,10,7,8,11,16,4,10,7,5,4,9,14,9,11,15,8,11,9,14,3,4,3,4,15,11,12,4,17,11,10,3,9,2,4,8,15,3,18,10,9,10,10,12,10,4,14,10,9,15,17,9,5,10,9,3,9,8,11,2,14,15,14,16,4,9,11,15,4,10,11,16,73,1,2,0,48946.93,1,1,1,3104
H,2009000360151,9,600,4,41,1016508,1015979,17,2,1,2,1,2,2,2,0,80,2,2,160,1,450,,,,,3,5,,,,1,2,,22,4,700,5,2,185370,4,,,1,1,185370,0,4,4,4,1,1,7,0,2,0,0,0,4,0,1,0,0,2,2,1,669,,0,1,52,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,6,6,6,15,18,20,16,15,30,26,25,15,6,16,23,15,16,26,7,16,28,32,21,17,18,17,15,15,6,4,4,15,27,13,5,20,19,6,26,17,6,6,7,16,17,17,14,18,27,29,30,16,6,16,25,16,16,24,4,14,27,28,24,14,17,18,15,15,6,5,6,19,25,18,6,17,18,4,70,1,1,0,132650.47,1,1,1,3105
H,2009000361355,9,600,4,41,1016508,1015979,39,3,1,1,,4,2,2,0,70,2,2,80,1,380,,2,780,2,1,6,,,,1,1,,15,1,840,7,7,51400,2,,,1,3,51400,0,2,2,2,1,1,3,2,3,0,0,2,27,0,1,0,1,0,0,2,1174,3,0,1,29,3,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,47,36,11,39,10,12,56,66,41,42,39,40,12,66,42,46,36,10,17,14,45,38,73,37,63,59,12,13,38,43,46,40,57,9,45,42,35,55,13,10,35,44,57,49,61,61,11,15,42,43,40,40,51,13,36,40,33,51,79,57,48,39,15,46,11,12,71,67,46,39,44,44,10,66,38,37,36,14,49,38,1,3,0,36781.758,1,1,1,3106
H,2009000361925,9,600,4,41,1016508,1015979,6,2,1,1,,3,2,2,0,150,2,2,3,3,300,,,,,3,5,,,,1,2,,18,2,70,6,2,54000,4,,,1,1,54000,0,4,4,4,1,1,5,0,2,0,0,0,10,0,1,0,0,2,2,2,448,,0,1,44,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,5,2,6,4,6,2,6,2,7,6,7,5,4,4,10,7,5,4,2,4,6,6,9,10,3,6,1,4,5,2,5,1,9,7,4,5,4,4,9,6,2,4,1,1,8,5,8,6,6,7,4,5,2,1,5,6,8,9,4,2,6,8,5,6,4,8,5,9,3,5,2,4,4,4,2,2,1,73,1,1,0,38642.313,1,1,1,3107
H,2009000363820,9,600,4,41,1016508,1015979,15,1,1,1,,3,1,2,0,120,2,2,3,3,640,11300,2,250,2,1,5,,,,1,1,,7,1,360,2,,,,,,1,6,61000,0,4,4,4,1,1,4,0,,0,0,0,28,0,1,0,0,1,0,1,1447,3,0,0,14,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,14,16,19,10,21,30,4,4,17,15,14,13,19,4,12,15,11,5,28,6,11,15,16,15,24,19,5,4,23,10,16,17,20,4,12,17,12,6,23,2,17,11,24,13,21,18,5,4,12,11,18,13,26,6,14,11,11,4,22,4,13,14,22,11,24,21,4,5,15,14,20,18,20,4,12,13,14,3,61,3,1,0,43651.5,0,1,1,3108
H,2009000365575,9,600,4,41,1016508,1015979,12,5,1,1,,5,2,2,0,90,2,2,200,1,500,,2,960,1,1,8,,,,1,1,,14,3,110,2,2,108100,3,,,1,1,108100,0,3,3,3,1,1,4,3,5,0,0,3,14,0,1,0,1,0,0,1,1301,3,0,1,36,1,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,12,4,12,11,10,17,10,17,12,10,21,12,4,22,16,4,13,12,5,5,9,5,10,10,12,17,13,21,10,13,22,12,5,21,18,5,15,13,3,4,12,2,13,12,11,22,9,13,10,13,14,13,3,21,23,5,12,14,3,4,12,4,13,10,12,20,12,27,12,12,18,10,4,16,18,3,10,14,5,39,1,1,0,77356.188,1,1,1,3109
H,2009000366741,9,600,4,41,1016508,1015979,15,1,1,3,1,3,2,2,0,60,2,990,3,6,600,,1,1600,1,1,6,,,,1,1,,21,1,2,4,,,,,,1,6,80000,0,4,4,4,1,1,3,0,,0,0,0,26,0,1,0,0,0,0,1,1743,3,0,0,34,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,27,15,6,16,31,24,16,16,31,6,16,5,5,14,5,27,16,16,14,17,4,16,21,12,6,5,16,17,5,21,17,24,27,15,24,6,12,13,14,15,5,12,30,15,4,6,15,15,5,28,16,25,29,14,24,6,16,13,17,14,27,14,5,16,24,29,17,15,23,5,17,6,7,13,6,20,17,17,53,1,1,0,57247.871,0,1,1,3110
H,2009000371460,9,600,4,41,1016508,1015979,16,1,1,1,,2,1,2,0,170,2,2,3,3,0,5000,,,,3,4,,,,1,2,,1,1,1,6,,,,,,1,6,20300,0,4,4,4,1,1,3,0,,0,0,0,35,0,1,0,0,0,0,1,587,,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,22,16,26,16,14,28,13,23,6,5,13,17,18,28,13,5,16,6,14,6,25,20,24,16,20,26,14,27,5,5,16,14,17,25,16,6,14,6,22,20,4,14,6,11,16,6,14,5,24,24,24,14,17,4,15,28,15,30,13,18,6,15,6,19,17,6,16,4,18,20,14,17,16,6,15,21,21,29,15,49,3,1,0,14526.647,0,1,1,3111
H,2009000371495,9,600,4,41,1016508,1015979,13,5,1,1,,4,2,2,0,130,2,2,30,1,750,,2,580,1,1,6,,,440,1,1,,15,2,960,9,7,72500,2,,,1,3,72500,0,2,2,2,1,1,4,3,5,0,0,3,22,0,1,0,1,0,0,1,1323,1,0,1,25,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,11,14,15,4,18,14,9,3,9,4,4,24,30,11,9,10,11,4,25,3,8,17,16,20,5,13,15,14,17,23,26,3,5,11,13,14,10,3,26,6,13,12,15,19,6,15,22,16,15,20,22,3,5,9,11,11,12,25,4,22,12,16,10,4,24,10,15,3,14,3,4,15,18,11,14,13,11,30,43,1,2,0,51880.883,1,1,1,3112
H,2009000371820,9,600,4,41,1016508,1015979,10,4,1,1,,3,2,2,0,170,2,2,50,3,540,,1,1800,1,1,7,,,,1,1,,18,2,100,3,1,88710,2,,,1,1,88710,0,2,2,2,1,1,3,1,4,0,0,1,27,0,1,0,1,0,0,1,2028,3,0,1,48,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,7,21,22,22,17,25,19,31,5,24,16,4,6,17,35,35,24,24,16,20,18,7,40,37,35,36,7,16,32,44,8,21,20,6,19,20,6,8,30,6,30,18,22,21,21,22,17,6,34,22,16,31,39,19,6,6,21,22,19,22,19,39,8,7,4,7,30,20,22,6,31,24,18,40,20,29,33,33,47,1,3,1,63480.734,1,2,1,3113
H,2009000371820,9,600,4,41,1016508,1015979,10,4,1,1,,3,2,2,0,170,2,2,50,3,540,,1,1800,1,1,7,,,,1,1,,18,2,100,3,1,88710,2,,,1,1,88710,0,2,2,2,1,1,3,1,4,0,0,1,27,0,1,0,1,0,0,1,2028,3,0,1,48,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,7,21,22,22,17,25,19,31,5,24,16,4,6,17,35,35,24,24,16,20,18,7,40,37,35,36,7,16,32,44,8,21,20,6,19,20,6,8,30,6,30,18,22,21,21,22,17,6,34,22,16,31,39,19,6,6,21,22,19,22,19,39,8,7,4,7,30,20,22,6,31,24,18,40,20,29,33,33,47,1,3,1,63480.734,1,2,2,3114
H,2009000371996,9,600,4,41,1016508,1015979,20,2,1,1,,3,2,2,0,40,2,600,170,1,2000,,1,2200,1,1,5,,,,1,1,,19,1,500,2,7,42000,1,,,1,3,42000,0,1,1,1,1,1,1,1,2,0,0,1,71,0,1,0,1,0,0,1,2502,3,0,1,47,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,21,6,29,6,18,32,40,34,18,6,35,18,20,20,18,6,8,20,17,20,19,6,37,6,20,34,30,29,23,8,34,17,18,20,19,5,7,16,17,22,19,7,29,6,17,31,45,29,20,8,23,19,21,19,25,7,6,18,16,22,21,8,28,7,18,35,36,30,21,7,35,18,18,16,18,4,6,17,41,1,1,0,30055.133,1,1,1,3115
H,2009000372248,9,600,4,41,1016508,1015979,30,2,1,1,,3,2,2,0,110,2,2,230,1,540,,1,1600,1,1,7,,,,1,1,,19,4,300,3,4,84600,4,,,1,1,84600,0,4,4,4,1,1,5,0,2,0,0,0,28,0,1,0,0,1,1,1,1965,3,0,1,38,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,42,10,27,34,28,9,28,45,23,10,9,25,32,11,47,27,40,30,10,27,11,47,34,27,30,52,32,10,28,42,44,35,33,48,8,26,12,33,49,29,44,12,29,28,27,9,29,50,31,12,8,23,29,10,50,27,39,30,8,26,10,50,31,25,30,47,29,10,34,52,49,29,29,43,9,28,10,24,68,1,0,0,60539.625,1,1,1,3116
H,2009000373317,9,600,4,41,1016508,1015979,24,2,1,3,1,3,1,2,0,110,1,500,3,6,0,0,,,,3,6,,,,1,2,,1,2,2,5,4,14600,4,,,1,1,14600,0,4,4,4,1,1,4,0,2,0,0,0,12,0,1,0,0,2,2,1,152,,0,0,1,0,9,9,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,49,7,22,22,36,34,30,22,30,10,46,25,9,24,21,22,25,7,9,27,27,23,38,9,18,23,22,36,10,25,22,38,24,47,36,7,7,25,25,38,7,45,20,19,9,8,7,25,21,38,8,29,40,24,25,21,29,39,33,21,21,28,7,36,26,32,24,10,35,24,22,10,22,7,9,32,41,26,25,83,3,0,0,10447.736,1,1,1,3117
H,2009000373872,9,600,4,41,1016508,1015979,11,2,1,1,,2,2,2,0,140,2,2,150,3,0,,2,1000,1,1,8,,,,1,1,,16,2,840,9,1,47850,4,,,1,1,47850,0,4,4,4,1,1,3,0,2,0,0,0,34,0,1,0,0,0,0,1,1360,3,0,1,30,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,13,14,11,14,21,12,5,14,10,19,11,6,10,6,21,11,16,4,4,12,10,9,10,10,23,8,6,23,8,15,10,4,10,4,17,11,13,4,4,13,14,12,12,13,22,11,5,21,8,16,12,5,11,3,21,12,14,5,3,13,13,11,13,10,24,8,4,23,12,16,13,4,10,6,20,11,16,29,1,1,0,34241.383,1,1,1,3118
H,2009000374193,9,600,4,41,1016508,1015979,17,4,1,1,,5,2,2,0,120,2,2,90,1,380,,2,1300,2,1,9,,,,1,1,,20,4,440,6,2,111500,4,,,1,1,111500,0,4,4,4,1,1,5,0,4,0,0,0,20,0,1,0,0,1,1,2,1829,3,0,1,42,2,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,17,21,30,14,24,21,19,23,22,6,37,36,8,20,18,5,14,7,19,24,20,20,7,20,9,16,20,10,14,32,7,6,28,18,23,21,19,44,19,7,17,20,28,19,28,16,16,29,18,8,35,24,7,23,17,7,20,8,19,27,18,17,7,18,7,21,22,7,23,28,8,6,38,15,13,35,14,22,20,8,52,1,2,0,79789.219,1,1,1,3119
H,2009000376025,9,600,4,41,1016508,1015979,10,3,1,1,,4,2,2,0,140,2,2,90,1,860,,2,780,2,1,9,,,,1,1,,21,3,820,4,1,145000,2,,,1,1,145000,0,2,2,2,1,1,5,1,3,0,0,1,12,0,1,0,1,0,0,1,1499,3,0,1,53,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,10,14,4,12,4,18,16,12,13,8,5,13,21,12,18,20,12,3,13,4,12,14,5,11,3,18,24,12,12,12,4,9,23,14,17,22,10,19,15,16,11,11,18,15,22,4,3,12,10,10,23,12,4,11,4,5,13,18,12,17,11,10,23,15,23,3,5,16,10,14,18,14,4,13,5,3,14,46,1,2,0,103761.77,1,1,1,3120
H,2009000376034,9,600,4,41,1016508,1015979,19,1,1,1,,3,1,2,0,140,1,2,3,3,250,5300,,,,3,5,,,,1,2,,4,1,1,6,,,,,,1,6,9600,0,4,4,4,1,1,6,0,,0,0,0,78,0,1,0,0,1,1,1,624,,0,0,7,0,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,17,17,29,30,33,29,15,33,18,31,20,19,18,15,37,34,19,5,20,6,18,17,6,6,5,6,19,6,21,6,18,18,19,19,7,6,18,8,19,7,17,19,5,5,6,8,18,6,18,6,19,19,17,16,7,6,15,31,16,29,21,19,27,36,32,28,18,31,20,30,17,19,18,18,28,29,18,24,90,3,0,0,6869.7446,0,1,1,3121
