TAZ,POPBASE,HHBASE,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHAGE1,HHAGE2,HHAGE3,HHAGE4,HHINC1,HHINC2,HHINC3,HHINC4,OSUFAM,OSUNFAM,STATEFP,COUNTYFP,TRACTCE,TRACTGEOID,PUMA,REGION,MAZ,xTAZ
907,16,5,0,2,1,2,0,2,2,1,2,1,1,1,0,0,41,43,20200,41043020200,600,1,761,20
908,30,11,2,5,1,3,1,5,2,3,3,3,3,2,1,0,41,43,20200,41043020200,600,1,762,20
909,54,19,4,8,2,5,1,8,4,6,5,5,5,4,1,0,41,43,20200,41043020200,600,1,763,20
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20200,41043020200,600,1,764,20
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20200,41043020200,600,1,765,20
912,26,11,3,6,1,1,0,7,0,4,3,3,3,2,0,0,41,43,20200,41043020200,600,1,766,20
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20200,41043020200,600,1,767,20
914,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,41,43,20700,41043020700,600,1,768,25
915,594,200,27,54,57,62,29,119,28,24,48,87,48,17,8,0,41,43,20700,41043020700,600,1,769,25
916,245,97,23,33,18,23,2,60,15,20,10,30,35,22,3,0,41,43,20600,41043020600,600,1,770,24
917,76,33,6,17,6,4,1,15,9,8,3,11,12,7,1,0,41,43,20600,41043020600,600,1,771,24
918,248,86,11,29,22,24,4,56,16,10,13,16,39,18,3,0,41,43,20100,41043020100,600,1,772,19
919,102,38,7,14,6,11,1,20,9,8,3,6,14,15,1,0,41,3,10100,41003010100,600,1,773,11
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20200,41043020200,600,1,774,20
921,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,41,43,30700,41043030700,600,1,775,30
922,48,16,2,5,3,6,2,6,3,5,4,4,4,4,1,0,41,43,20200,41043020200,600,1,776,20
923,70,30,12,9,4,5,1,17,5,7,8,8,8,6,1,0,41,43,20200,41043020200,600,1,777,20
924,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,41,43,30700,41043030700,600,1,778,30
1100,5,2,0,1,1,0,1,0,1,0,0,0,1,1,0,0,41,43,30800,41043030800,600,1,779,31
1101,16,8,2,4,1,1,1,3,1,3,1,2,4,1,0,0,41,43,30800,41043030800,600,1,780,31
1103,98,47,19,13,8,7,10,20,8,9,6,11,24,6,1,0,41,43,30800,41043030800,600,1,781,31
1104,135,66,23,23,14,6,17,27,9,13,9,16,33,8,2,0,41,43,30800,41043030800,600,1,782,31
1105,80,33,4,19,6,4,0,12,8,13,6,14,8,5,1,0,41,43,30800,41043030800,600,1,783,31
1106,126,42,9,12,8,13,4,22,5,11,6,10,21,5,2,0,41,43,30800,41043030800,600,1,784,31
1107,16,8,3,3,1,1,0,4,3,1,2,3,2,1,0,0,41,43,30800,41043030800,600,1,785,31
1108,170,62,14,21,7,20,3,34,11,14,8,16,31,7,2,0,41,43,30800,41043030800,600,1,786,31
1109,126,44,11,13,8,12,0,23,7,14,18,8,16,2,2,0,41,43,30800,41043030800,600,1,787,31
1110,255,73,11,19,15,28,5,46,13,9,29,14,27,3,3,0,41,43,30800,41043030800,600,1,788,31
1111,189,83,30,22,18,13,2,39,19,23,16,32,23,12,2,0,41,43,30800,41043030800,600,1,789,31
1112,5,2,0,1,1,0,0,1,1,0,1,0,1,0,0,0,41,43,30800,41043030800,600,1,790,31
1113,4,2,0,2,0,0,0,2,0,0,1,0,1,0,0,0,41,43,30800,41043030800,600,1,791,31
1114,146,59,16,23,10,10,2,31,11,15,26,12,17,4,2,0,41,43,30800,41043030800,600,1,792,31
1115,532,199,30,80,45,44,9,118,35,37,87,42,56,14,7,0,41,43,30800,41043030800,600,1,793,31
1116,161,57,8,18,17,14,1,26,16,14,8,14,29,6,2,0,41,43,30800,41043030800,600,1,794,31
1117,189,84,35,18,13,18,8,48,11,17,36,18,24,6,2,0,41,43,30800,41043030800,600,1,795,31
1118,59,17,2,6,1,8,0,8,6,3,7,4,5,1,1,0,41,43,30800,41043030800,600,1,796,31
1119,153,53,6,19,14,14,8,24,14,7,7,13,27,6,2,0,41,43,30800,41043030800,600,1,797,31
1120,297,89,18,36,18,17,14,56,6,13,12,22,45,10,3,0,41,43,30800,41043030800,600,1,798,31
1121,322,116,25,39,16,36,9,53,15,39,50,24,33,9,4,0,41,43,30800,41043030800,600,1,799,31
1122,568,287,148,65,36,38,17,102,32,136,125,60,81,21,7,0,41,43,30800,41043030800,600,1,800,31
1123,170,60,14,12,13,21,4,28,8,20,24,11,22,3,2,0,41,43,30800,41043030800,600,1,801,31
1124,168,79,33,25,10,11,4,43,9,23,32,15,29,3,2,0,41,43,30800,41043030800,600,1,802,31
1125,71,27,7,8,5,7,0,20,3,4,11,5,10,1,1,0,41,43,30800,41043030800,600,1,803,31
1126,144,55,19,15,11,10,5,29,10,11,23,10,20,2,2,0,41,43,30800,41043030800,600,1,804,31
1127,43,13,5,3,1,4,1,9,2,1,5,2,5,1,1,0,41,43,30800,41043030800,600,1,805,31
1128,26,15,9,3,2,1,1,11,2,1,6,3,5,1,0,0,41,43,30800,41043030800,600,1,806,31
1129,18,6,2,1,1,2,1,2,1,2,3,1,2,0,0,0,41,43,30800,41043030800,600,1,807,31
1130,20,8,2,3,1,2,1,3,1,3,3,2,3,0,0,0,41,43,30800,41043030800,600,1,808,31
1131,402,153,51,39,24,39,10,96,19,28,26,64,40,23,5,0,41,43,30800,41043030800,600,1,809,31
1132,94,34,13,13,2,6,1,21,6,6,6,14,9,5,1,0,41,43,30800,41043030800,600,1,810,31
1133,19,12,8,2,1,1,2,9,1,0,4,2,4,2,0,0,41,43,30800,41043030800,600,1,811,31
1134,125,56,22,17,5,12,1,27,15,13,17,12,20,7,2,0,41,43,30800,41043030800,600,1,812,31
1135,17,12,9,1,2,0,1,8,1,2,4,2,4,2,0,0,41,43,30800,41043030800,600,1,813,31
1136,114,34,11,8,7,8,1,20,8,5,11,7,12,4,1,0,41,43,30800,41043030800,600,1,814,31
1137,474,179,41,65,29,44,12,94,34,39,30,75,47,27,6,0,41,43,30800,41043030800,600,1,815,31
1138,618,263,85,92,40,46,18,112,44,89,80,56,94,33,8,0,41,43,30800,41043030800,600,1,816,31
1139,351,125,32,34,24,35,2,70,24,29,38,27,44,16,5,0,41,43,30800,41043030800,600,1,817,31
1140,83,35,9,15,4,7,0,15,11,9,4,7,12,12,1,0,41,43,30902,41043030902,600,1,818,32
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,30902,41043030902,600,1,819,32
1142,10,3,0,1,1,1,0,0,1,2,0,1,1,1,0,0,41,43,30902,41043030902,600,1,820,32
1143,92,34,6,15,4,9,0,19,4,11,4,6,12,12,1,0,41,43,30902,41043030902,600,1,821,32
1144,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,41,43,30902,41043030902,600,1,822,32
1145,426,150,28,46,32,44,4,91,19,36,16,29,52,53,5,0,41,43,30902,41043030902,600,1,823,32
1146,565,213,40,86,38,49,6,106,31,70,79,47,53,34,7,0,41,43,30903,41043030903,600,1,824,33
1147,411,141,25,44,27,45,17,81,25,18,15,27,49,50,5,0,41,43,30902,41043030902,600,1,825,32
1148,9,4,0,3,1,0,0,0,0,4,2,1,1,0,0,0,41,43,30903,41043030903,600,1,826,33
1149,324,154,74,39,18,23,6,63,18,67,72,35,33,14,4,0,41,43,30903,41043030903,600,1,827,33
1150,88,36,7,15,7,7,0,20,2,14,17,8,8,3,1,0,41,43,30903,41043030903,600,1,828,33
1151,59,24,6,7,6,5,2,17,1,4,11,6,5,2,1,0,41,43,30903,41043030903,600,1,829,33
1152,160,97,62,21,5,9,4,32,12,49,45,22,21,9,2,0,41,43,30903,41043030903,600,1,830,33
1153,403,157,41,49,30,37,51,76,19,11,39,45,69,4,5,0,41,43,30904,41043030904,600,1,831,34
1154,348,151,40,59,27,25,8,83,28,32,37,43,67,4,4,0,41,43,30904,41043030904,600,1,832,34
1155,183,79,25,27,13,14,5,49,14,11,19,23,35,2,2,0,41,43,30904,41043030904,600,1,833,34
1156,181,76,19,33,9,15,2,35,14,25,19,22,33,2,2,0,41,43,30904,41043030904,600,1,834,34
1157,300,120,31,39,27,23,2,65,23,30,11,25,49,35,4,0,41,43,30904,41043030904,600,1,835,34
1158,1121,402,78,147,64,113,13,185,82,122,37,83,166,116,14,0,41,43,30904,41043030904,600,1,836,34
1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,30904,41043030904,600,1,837,34
1160,52,21,4,9,4,4,0,11,6,4,2,4,10,5,1,0,41,43,30902,41043030902,600,1,838,32
1161,485,162,28,42,33,59,3,107,24,28,18,31,56,57,6,0,41,43,30902,41043030902,600,1,839,32
1162,293,109,29,34,21,25,7,58,14,30,12,21,38,38,4,0,41,43,30902,41043030902,600,1,840,32
1163,136,60,21,19,11,9,6,26,13,15,22,15,11,12,2,0,41,43,30903,41043030903,600,1,841,33
1164,325,140,52,39,26,23,8,53,21,58,51,36,25,28,4,0,41,43,30903,41043030903,600,1,842,33
1165,62,34,20,8,4,2,4,14,9,7,12,9,6,7,1,0,41,43,30903,41043030903,600,1,843,33
1166,35,14,4,8,0,2,0,9,2,3,4,4,6,0,0,0,41,43,30904,41043030904,600,1,844,34
1167,72,30,10,8,5,7,0,15,7,8,7,9,13,1,1,0,41,43,30904,41043030904,600,1,845,34
1168,346,128,31,43,21,33,7,60,32,29,31,36,57,4,4,0,41,43,30904,41043030904,600,1,846,34
1169,82,33,13,8,4,8,0,14,6,13,8,9,15,1,1,0,41,43,30904,41043030904,600,1,847,34
1170,593,193,31,61,37,64,9,132,25,27,36,67,66,24,8,0,41,43,30903,41043030903,600,1,848,33
1171,995,372,74,141,59,98,17,194,66,95,71,128,126,47,13,0,41,43,30903,41043030903,600,1,849,33
1172,343,171,72,64,14,21,5,55,26,85,59,46,33,33,4,0,41,43,30903,41043030903,600,1,850,33
1173,97,40,13,10,8,9,9,22,5,4,15,10,7,8,1,0,41,43,30903,41043030903,600,1,851,33
1174,203,100,33,48,10,9,0,17,16,67,19,35,34,12,3,0,41,43,30903,41043030903,600,1,852,33
1175,809,297,52,117,44,84,9,142,55,91,55,104,102,36,10,0,41,43,30903,41043030903,600,1,853,33
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,30903,41043030903,600,1,854,33
1177,132,68,26,31,7,4,0,16,11,41,24,11,23,10,2,0,41,43,30904,41043030904,600,1,855,34
1178,139,50,6,23,10,11,2,21,10,17,17,8,17,8,2,0,41,43,30904,41043030904,600,1,856,34
1179,424,162,24,73,32,33,2,62,29,69,56,26,55,25,6,0,41,43,30904,41043030904,600,1,857,34
1180,12,4,2,0,1,1,0,1,1,2,0,1,1,2,0,0,41,43,30902,41043030902,600,1,858,32
1181,24,8,0,6,0,2,0,2,0,6,2,2,2,2,0,0,41,43,30903,41043030903,600,1,859,33
1182,227,77,12,26,14,25,4,43,12,18,22,17,23,15,3,0,41,43,30903,41043030903,600,1,860,33
1183,331,118,34,31,13,40,5,69,17,27,33,26,36,23,4,0,41,43,30903,41043030903,600,1,861,33
1184,99,41,12,18,3,8,0,15,7,19,12,9,12,8,1,0,41,43,30903,41043030903,600,1,862,33
1185,105,38,11,9,7,11,0,20,3,15,13,6,13,6,1,0,41,43,30904,41043030904,600,1,863,34
1186,66,26,4,12,4,6,1,8,8,9,2,3,8,13,1,0,41,43,30902,41043030902,600,1,864,32
1187,56,23,4,10,5,4,0,8,7,8,2,2,7,12,1,0,41,43,30902,41043030902,600,1,865,32
1188,164,64,17,26,6,15,2,27,11,24,18,14,19,13,2,0,41,43,30903,41043030903,600,1,866,33
1189,145,62,10,37,5,10,1,26,10,25,17,14,19,12,2,0,41,43,30903,41043030903,600,1,867,33
1190,52,13,0,4,2,7,0,6,5,2,1,1,4,7,1,0,41,43,30902,41043030902,600,1,868,32
1191,149,66,13,34,10,9,0,31,14,21,10,27,20,9,2,0,41,43,30902,41043030902,600,1,869,32
1192,270,94,15,30,26,23,5,50,24,15,28,20,28,18,3,0,41,43,30904,41043030904,600,1,870,34
1193,112,86,67,15,2,2,0,8,11,67,34,16,32,4,1,0,41,43,30800,41043030800,600,1,871,31
1194,288,131,42,53,14,22,5,50,28,48,36,29,40,26,4,0,41,43,30903,41043030903,600,1,872,33
1195,191,95,40,34,10,11,1,28,27,39,26,21,29,19,2,0,41,43,30903,41043030903,600,1,873,33
1200,23,9,0,6,1,2,0,3,2,4,1,3,4,1,0,0,41,43,30700,41043030700,600,1,874,30
1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,30700,41043030700,600,1,875,30
1202,6,2,0,1,1,0,0,1,0,1,0,1,1,0,0,0,41,43,30700,41043030700,600,1,876,30
1203,18,7,2,2,1,2,0,4,2,1,1,2,3,1,0,0,41,43,30700,41043030700,600,1,877,30
1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,30700,41043030700,600,1,878,30
1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,30700,41043030700,600,1,879,30
1206,109,37,2,18,4,13,2,20,10,5,4,10,17,6,2,0,41,43,30700,41043030700,600,1,880,30
1207,18,6,1,3,0,2,1,1,2,2,0,2,3,1,0,0,41,43,30700,41043030700,600,1,881,30
1208,500,169,30,57,24,58,6,90,31,42,17,48,77,27,8,0,41,43,30700,41043030700,600,1,882,30
1209,11,3,2,0,0,1,0,1,2,0,0,1,1,1,0,0,41,43,30700,41043030700,600,1,883,30
1210,160,59,9,23,10,17,0,38,10,11,6,17,27,9,3,0,41,43,30700,41043030700,600,1,884,30
1211,257,90,11,42,18,19,4,53,11,22,9,25,41,15,4,0,41,43,30700,41043030700,600,1,885,30
1220,189,76,13,32,17,14,2,39,17,18,8,26,18,24,7,5,41,43,30700,41043030700,600,1,886,30
1221,659,302,70,157,38,37,4,110,61,127,31,106,65,100,28,29,41,43,30700,41043030700,600,1,887,30
1222,538,250,70,123,27,30,5,70,67,108,61,64,80,45,23,28,41,43,30700,41043030700,600,1,888,30
1223,47,22,9,8,1,4,2,9,5,6,2,6,10,4,1,0,41,43,30700,41043030700,600,1,889,30
1224,336,128,18,59,23,28,3,58,28,39,28,33,40,27,11,4,41,43,30700,41043030700,600,1,890,30
1225,4,2,0,2,0,0,0,0,1,1,1,0,1,0,0,0,41,43,20200,41043020200,600,1,891,20
1226,227,111,42,42,12,15,0,43,30,38,11,31,51,18,6,1,41,43,30700,41043030700,600,1,892,30
1227,14,6,2,2,0,2,0,3,1,2,0,2,3,1,0,0,41,43,30700,41043030700,600,1,893,30
1228,16,5,1,2,0,2,0,2,0,3,1,1,2,1,0,0,41,43,30700,41043030700,600,1,894,30
1229,71,30,5,15,5,5,0,10,10,10,3,8,14,5,1,0,41,43,30700,41043030700,600,1,895,30
1230,9,3,0,1,1,1,0,2,1,0,0,1,1,1,0,0,41,43,30700,41043030700,600,1,896,30
1231,26,9,0,4,3,2,0,3,3,3,1,1,4,3,0,0,41,43,30500,41043030500,600,1,897,29
1232,25,11,4,3,1,3,0,5,3,3,1,3,5,2,0,0,41,43,30700,41043030700,600,1,898,30
1233,39,13,1,6,2,4,0,8,2,3,1,3,6,3,1,0,41,43,30700,41043030700,600,1,899,30
1234,5,2,0,1,0,1,0,1,0,1,0,0,1,1,0,0,41,43,30902,41043030902,600,1,900,32
1235,73,21,2,6,4,9,1,12,6,2,1,3,9,8,1,0,41,43,30800,41043030800,600,1,901,31
1236,82,29,5,8,8,8,0,17,6,6,1,4,13,11,1,0,41,43,30800,41043030800,600,1,902,31
1237,78,28,6,8,7,7,0,13,7,8,3,5,10,10,1,0,41,43,30902,41043030902,600,1,903,32
1238,29,9,1,5,0,3,0,4,1,4,1,1,4,3,0,0,41,43,30800,41043030800,600,1,904,31
1239,39,18,4,10,2,2,0,8,5,5,1,3,8,6,0,0,41,43,30800,41043030800,600,1,905,31
1240,96,36,9,18,1,8,2,14,8,12,2,5,16,13,1,0,41,43,30800,41043030800,600,1,906,31
1241,29,14,1,11,2,0,0,5,6,3,1,2,6,5,0,0,41,43,30800,41043030800,600,1,907,31
1242,63,23,2,13,3,5,1,9,5,8,1,4,10,8,1,0,41,43,30800,41043030800,600,1,908,31
1243,49,13,2,3,2,6,0,8,1,4,0,2,6,5,1,0,41,43,30800,41043030800,600,1,909,31
1244,141,53,10,19,14,10,1,23,11,18,3,8,21,21,2,0,41,43,30800,41043030800,600,1,910,31
1245,185,69,9,35,7,18,2,26,12,29,8,15,24,22,2,0,41,43,30100,41043030100,600,1,911,28
1246,156,63,16,25,11,11,0,28,16,19,6,9,19,29,2,0,41,43,30100,41043030100,600,1,912,28
1247,200,81,16,31,21,13,4,31,23,23,4,12,36,29,3,0,41,43,30800,41043030800,600,1,913,31
1248,134,53,8,27,8,10,1,20,9,23,3,8,23,19,2,0,41,43,30800,41043030800,600,1,914,31
1249,85,32,8,11,6,7,2,14,6,10,5,10,9,8,1,0,41,43,30800,41043030800,600,1,915,31
1250,114,45,9,22,6,8,0,20,17,8,2,7,19,17,1,0,41,43,30800,41043030800,600,1,916,31
1251,50,15,1,6,2,6,0,8,2,5,2,2,6,5,1,0,41,43,30500,41043030500,600,1,917,29
1252,25,8,2,2,2,2,0,4,2,2,1,1,3,3,0,0,41,43,30902,41043030902,600,1,918,32
1253,110,38,7,12,8,11,0,19,8,11,4,7,14,13,1,0,41,43,30902,41043030902,600,1,919,32
1254,311,117,22,41,24,30,2,64,25,26,17,48,36,16,4,0,41,43,30902,41043030902,600,1,920,32
1255,119,42,9,12,7,14,0,18,9,15,6,17,13,6,2,0,41,43,30902,41043030902,600,1,921,32
1256,330,132,18,68,24,22,7,51,31,43,19,54,41,18,4,0,41,43,30902,41043030902,600,1,922,32
1257,128,54,14,24,6,10,2,26,12,14,12,15,13,14,2,0,41,43,30902,41043030902,600,1,923,32
1258,237,84,18,27,18,21,2,30,24,28,18,24,21,21,3,0,41,43,30902,41043030902,600,1,924,32
1259,269,94,17,35,16,26,0,41,28,25,21,26,23,24,3,0,41,43,30902,41043030902,600,1,925,32
1260,243,88,14,36,14,24,1,34,21,32,18,24,24,22,3,0,41,43,30902,41043030902,600,1,926,32
1290,177,61,8,24,14,15,1,33,16,11,8,19,20,14,2,0,41,47,10802,41047010802,600,1,927,35
1291,120,40,7,13,7,13,1,25,6,8,4,14,14,8,2,0,41,47,10802,41047010802,600,1,928,35
1292,542,196,43,67,34,52,2,103,46,45,32,61,67,36,7,0,41,47,10802,41047010802,600,1,929,35
1293,2329,788,114,273,149,252,38,481,136,133,132,244,269,143,30,1,41,47,10802,41047010802,600,1,930,35
